"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","11.1.2.a","RDT conducted for Malaria","M11 [NVBDCP]","1787","NA","1787","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","11.2.2","Kala Azar Positive Cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","12.1.1.a","Girls registered in AFHC","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","12.1.1.b","Boys registered in AFHC","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","13.1","Number of on-going DOTS patients registered","M13 [Directly Observed Treatment, Short-course (DOTS)]","6","NA","6","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","10","NA","10","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","87","NA","87","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","118","NA","118","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.1.7","Outpatient - Ophthalmic Related","M14 [Patient Services]","69","NA","69","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.1.8","Outpatient - Dental","M14 [Patient Services]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.1.9","Outpatient - Oncology","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","6451","NA","6451","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","531","NA","531","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.3.1.a","Inpatient (Male) - Children < 18 years","M14 [Patient Services]","15","NA","15","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","215","NA","215","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.3.2.a","Inpatient (Female) - Children < 18 years","M14 [Patient Services]","33","NA","33","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","378","NA","378","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","46","NA","46","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.4.1","Inpatient - Malaria","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.4.2","Inpatient - Dengue","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.4.4","Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections","M14 [Patient Services]","29","NA","29","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","63","NA","63","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","27","NA","27","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.4.8","Inpatient - Hepatitis","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.5","Patients registered at Emergency Department","M14 [Patient Services]","197","NA","197","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.6.1","Emergency - Trauma ( accident, injury, poisoning etc)","M14 [Patient Services]","55","NA","55","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.6.2","Emergency - Burn","M14 [Patient Services]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","2","NA","2","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.6.4","Emergency - Snake Bite","M14 [Patient Services]","4","NA","4","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","7","NA","7","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","2","NA","2","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.8.6","Number of blood units issued","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.8.7","Number of blood transfusions done","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.9.2","Inpatient Deaths - Female","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","195","NA","195","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.12.2","Special Newborn Care Unit (SNCU Admissions) - Inborn Female","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.12.3","Outborn – Male","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.12.4","Outborn - Female","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.13","Number of deaths occurring at SNCU","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.14.1","Number of children admitted in NRC","M14 [Patient Services]","4","NA","4","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","159","NA","159","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","3376","NA","3376","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","1136","NA","1136","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.2.2","Out of the total number of Hb tests done, Number having Hb < 7 mg","M15 [Laboratory Testing]","16","NA","16","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.1.a","Male HIV - Number Tested (by finger prick test)","M15 [Laboratory Testing]","9","NA","9","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.2.a","Female Non ANC HIV - Number Tested (by finger prick test)","M15 [Laboratory Testing]","12","NA","12","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.3.a","Number of pregnant women screened for HIV (by finger prick test)","M15 [Laboratory Testing]","126","NA","126","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.3.b","Out of the above, number screened positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.4.b","Number of Male STI/RTI attendeees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.4.c","Number of Female(Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.3.4.d","Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.4.1","Widal tests - Number Tested","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.4.2","Widal tests - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Harsud","2021-22","April    ","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","132","NA","132","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","504","NA","504","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","483","NA","483","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.2.1","Number of PW given TT1/ Td1","M1 [Ante Natal Care (ANC)]","395","NA","395","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.2.2","Number of PW given TT2 / Td2","M1 [Ante Natal Care (ANC)]","343","NA","343","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.2.3","Number of PW given TT Booster/ Td Booster","M1 [Ante Natal Care (ANC)]","90","NA","90","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.2.4","Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","404","NA","404","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.2.5","Number of PW provided full Course 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","409","NA","409","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.2.6","Number of PW given one Albendazole tablet after 1st trimester","M1 [Ante Natal Care (ANC)]","398","NA","398","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","331","NA","331","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.2.8","Number of PW given ANC Corticosteroids in Pre Term Labour","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","4","NA","4","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","342","NA","342","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.4.2","Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","383","NA","383","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.4.3","Number of PW having Hb level<7 (out of total tested cases)","M1 [Ante Natal Care (ANC)]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.4.4","Number of PW having severe anaemia (Hb < 7) treated","M1 [Ante Natal Care (ANC)]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.5.1","Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","10","NA","10","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.6.1.b","Out of above,number of PW found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.6.2.a","Number of pregnant women tested for Syphilis","M1 [Ante Natal Care (ANC)]","191","NA","191","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Khalwa","2021-22","April    ","1.6.2.c","Number of syphilis positive pregnanat women treated for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
